0.29576,0.047549,0.0012087,0.00067859,0.010205,0.0017866,0.64277,4.2412e-005,0.86847
0.28313,0.03527,0.00089439,0.00047775,0.010627,0.0019499,0.66764,1.6666e-005,0.90714
0.30325,0.037414,0.00074287,0.00038007,0.010187,0.0021077,0.64591,1.1517e-005,0.91065
0.3201,0.0054084,0.00076122,0.00053765,0.0096563,0.0019217,0.6616,1.0646e-005,0.91001
0.30635,0.021879,0.00094714,0.000585,0.0096942,0.002847,0.65765,4.4571e-005,0.8652
0.25077,0.026463,0.0044627,0.0024672,0.012642,0.0074547,0.66753,3.0992e-005,0.77827
0.24996,0.025007,0.0031218,0.0016842,0.0095003,0.0060795,0.68139,3.8385e-005,0.87008
0.31243,0.013173,0.0019883,0.00099261,0.0086125,0.0045752,0.65293,4.3005e-005,0.87121
0.29058,0.026037,0.002173,0.0011045,0.010546,0.004,0.64427,4.3953e-005,0.90881
0.32231,0.020859,0.0012079,0.00076639,0.0095745,0.0013794,0.63307,7.8968e-006,0.92556
0.32382,0.039077,0.0031579,0.0015513,0.0096353,0.0015513,0.62119,1.385e-005,0.95865
0.31044,0.041803,0.0012325,0.00071086,0.012176,0.0020409,0.63158,1.7198e-005,0.93331
