0.78806,0.72437,0.83757,0.73972,0.76788,0.83679,0.82168,0.83717,0.7795,0.79599,0.73236,0.87124,0.82719,0.84379,0.82262,0.77247,0.83469,0.81725
0.83602,0.83059,0.94243,0.83168,0.86073,0.83679,0.88721,0.90252,0.89127,0.93003,0.79298,0.93305,0.97293,0.97172,0.89742,0.85871,0.86966,0.8742
0.87827,0.85278,0.90538,0.86638,0.96665,0.83679,0.92368,0.90285,0.83956,0.89239,0.80406,0.89791,0.91392,0.88142,0.85741,0.84249,0.8643,0.86457
0.9272,0.86007,0.94391,0.86973,0.9677,0.83679,0.90989,0.88264,0.87535,0.92956,0.82435,0.93007,0.94009,0.95037,0.85147,0.89122,0.84699,0.88395
0.89596,0.81793,0.9253,0.91407,0.9285,0.84288,0.88579,0.90352,0.85025,0.90511,0.90595,0.96553,0.99071,0.95114,0.87752,0.86558,0.87149,0.87102
0.87852,0.88332,0.97556,0.88904,0.88234,0.84962,0.94976,0.89505,0.83833,0.89348,0.89522,0.91622,0.93068,0.91796,0.86325,0.90641,0.85738,0.92301
0.90655,0.85748,0.90826,0.86496,0.92893,0.84962,0.86035,0.90534,0.83234,0.89459,0.87496,0.92484,0.95407,0.88472,0.85751,0.88487,0.88137,0.90765
0.90293,0.89808,0.93126,0.86657,0.92091,0.84962,0.92588,0.93339,0.86997,0.88198,0.88099,0.91,0.96425,0.89765,0.84938,0.89843,0.86155,0.92279
0.9016,0.86969,0.84691,0.85802,0.91043,0.84996,0.88335,0.945,0.8804,0.87449,0.9418,0.94227,0.90637,0.9326,0.85862,0.89165,0.94358,0.94166
0.87716,0.81393,0.85962,0.82891,0.82962,0.85028,0.87089,0.88052,0.76164,0.59371,0.93478,0.91121,0.91264,0.83337,0.83704,0.90468,0.92299,0.91126
0.84752,0.76299,0.90426,0.82133,0.89815,0.85028,0.97492,0.88213,0.78995,0.65547,0.80785,0.83141,0.84586,0.77827,0.83869,0.8626,0.81642,0.86094
0.89946,0.95108,0.92708,0.85166,0.91681,0.85028,0.97855,0.93794,0.86923,0.75083,0.87782,0.89224,0.93816,0.8401,0.92904,0.91774,0.90382,0.95637
0.91457,0.84764,0.91003,0.89703,0.89966,0.85028,0.96317,0.93069,0.91844,0.91238,0.92377,0.90465,0.94187,0.86052,0.97732,0.83576,0.9755,0.96949
0.92831,0.85019,0.93573,0.88602,0.86747,0.99384,0.66135,0.99548,0.90984,0.83826,0.93378,0.90497,0.9632,0.86463,0.94371,0.93632,0.98712,0.90565
0.86649,0.90939,0.96712,0.86037,0.94562,0.99384,0.61812,0.95873,0.85912,0.95909,0.9174,0.94968,1.00336,0.88666,0.90899,0.95324,0.99412,0.93188
0.95413,0.90879,0.94623,0.84971,0.9684,0.99384,0.91394,1.00032,0.88822,0.92657,0.89355,0.95631,1.20649,0.98636,1.05793,0.96618,1.03429,0.99348
1.04461,0.97491,0.9525,0.93825,1.04446,0.99384,1.02465,0.92863,0.91874,0.98519,0.85795,1.00121,1.14821,0.98558,1.11882,0.94903,1.05261,1.07137
0.9533,1.03436,0.92322,0.97458,1.03778,0.96244,1.05729,0.7813,0.94255,0.91208,0.94538,1.13152,1.11274,0.96223,1.00068,0.9429,1.02149,1.15245
0.92597,0.93192,0.89462,0.8999,0.89228,0.96244,0.99523,0.92635,0.89326,1.08614,1.1522,1.12249,1.17701,0.9931,1.10986,1.0486,0.95128,1.06599
0.97535,1.01418,0.95205,0.92514,0.98457,0.96244,0.95983,1.058,0.96718,0.97758,1.15502,0.96683,1.08085,1.04773,1.1626,0.97519,0.94033,0.80808
0.93344,0.94593,0.96295,0.88585,1.05487,0.96244,1.03055,1.09688,0.93576,1.07075,1.09874,0.93895,1.2026,0.94794,1.19329,0.97565,1.045,1.1095
0.96628,1.0355,0.9833,0.84771,1.06818,0.97595,0.81536,0.98935,1.05181,1.17123,1.01257,0.96222,1.29027,0.97337,1.16759,0.97015,1.12688,1.09037
0.97371,1.08207,1.04648,1.01716,1.08738,0.98992,0.87886,0.90237,0.79486,1.29663,1.02398,1.03843,1.37208,0.98251,1.0934,1.02743,1.0422,0.96033
1.0521,1.17049,0.91592,1.03541,1.03929,0.98992,0.89068,0.95111,1.02964,1.12138,1.21792,1.00156,1.41035,0.99463,1.1506,1.1624,0.96636,0.87616
1.03474,1.02755,0.88548,1.18924,1.15441,0.98992,1.17566,1.2111,1.19165,0.94464,1.09026,1.03244,1.32865,1.01246,1.21275,1.11377,1.12071,0.94559
1.13379,1.18362,0.94694,1.28904,1.22454,0.98992,1.09715,1.16107,1.29831,1.01302,1.12892,1.03015,1.21619,1.17427,1.00016,1.10977,1.05244,1.08651
1.20722,1.08615,0.94143,1.08224,1.13752,1.03504,1.05959,1.13571,1.19075,1.18891,1.03855,1.04684,1.14265,1.04027,1.04579,1.06957,1.01805,1.08658
1.23598,1.10919,1.1641,1.33935,1.19222,1.03504,1.14142,1.33293,1.2714,1.02952,1.14904,1.08663,1.11969,1.11157,1.21506,1.09641,1.1051,1.05459
1.01404,1.13155,1.23406,1.23159,1.19245,1.03504,1.1826,1.17937,1.34611,1.19696,1.11134,1.14762,1.18946,1.15941,1.1382,1.18563,1.25572,1.05062
1.05553,1.156,1.04625,1.14899,1.06717,1.03504,1.16392,1.06904,1.15575,1.20412,1.04087,1.07643,1.04146,1.16359,1.06157,1.2098,1.07847,1.04742
1.16123,1.02156,1.14587,1.23165,1.07988,1.19929,1.07846,1.03038,1.11067,1.35038,1.00954,1.02626,1.18197,1.10631,1.02042,1.10141,1.2186,1.03244
0.97036,1.05159,1.07999,1.02829,1.07988,1.19929,1.07249,1.06565,1.14626,1.32491,1.03493,1.12432,1.16834,0.9836,0.99188,1.05881,1.17232,1.22867
1.08212,1.03378,0.99655,1.10609,1.07988,1.19929,1.06348,1.33374,1.20095,1.30386,1.0958,1.06487,1.19448,1.10574,0.9747,1.08054,1.24001,1.27078
1.05353,1.31222,1.10227,1.25613,1.07988,1.19929,1.26074,1.07085,1.31397,1.20946,1.15862,1.14275,1.2942,1.16101,1.14193,1.10571,1.27292,1.30349
1.24089,1.18775,1.18004,1.30488,1.07988,1.19929,1.21332,1.24619,1.30508,1.17098,1.15203,1.13339,0.91823,1.26959,1.11905,1.21555,1.18152,1.29236
1.2614,1.22577,1.16991,1.14883,1.12038,1.10765,1.10364,1.30705,1.14248,1.11616,1.06138,1.10495,1.03771,1.17441,1.04562,1.20496,1.10455,1.30384
1.23834,1.37708,1.23983,1.16924,1.12038,1.10765,1.12963,1.07859,1.14915,1.11431,1.16,1.09868,0.93154,1.16361,1.10427,1.22784,1.05829,1.26267
1.23476,1.17202,1.26787,1.16311,1.12038,1.10765,1.13538,1.17267,1.23629,1.04044,1.08798,1.11532,0.90749,1.07673,1.03444,1.36522,1.07543,1.20299
1.30178,1.12527,1.12255,1.16192,1.12038,1.10765,1.08266,1.04459,1.24325,1.05568,1.03952,1.03658,0.87069,1.10338,1.12172,1.20721,1.06754,1.27566
1.17178,1.06767,1.09965,1.23072,1.07327,1.05954,1.17933,1.1223,1.18745,1.02771,1.07885,1.11898,0.86887,1.15263,1.07479,1.13189,1.07939,1.10004
1.10812,1.0986,0.97814,1.12433,1.07327,1.05954,1.07238,1.17932,1.01363,1.03117,1.02474,1.07415,0.82701,1.2023,1.10318,1.05122,1.0424,1.14648
1.11551,1.08524,1.12529,1.04581,1.07327,1.05954,1.02808,0.95416,1.07387,0.9436,1.14732,0.98513,0.79498,1.08736,1.06281,1.07314,1.05329,1.0112
1.02087,1.09867,1.15647,1.04083,1.07327,1.05954,1.05291,1.02326,1.04903,0.98113,1.10018,1.07007,0.82437,1.01719,1.08131,1.05858,0.97527,0.97806
1.0083,1.08163,1.0953,1.03178,1.01685,1.09102,1.10009,0.99442,1.07267,1.01574,1.09959,1.10156,0.82061,1.02881,1.06482,1.0896,1.00484,0.9487
0.99189,0.99794,1.01115,1.0325,0.95856,1.12356,1.04696,0.99854,0.93747,1.04956,1.08524,1.12782,0.837,1.04721,0.98846,1.06743,1.04219,0.93691
0.97352,1.02459,1.01298,1.0638,0.95856,1.12356,1.0137,0.94455,0.95697,0.99828,1.01516,1.04224,0.83416,1.04679,0.90667,0.97665,0.96293,0.89384
0.85542,1.00183,1.02163,1.00498,0.95856,1.12356,1.02642,0.9211,0.94061,1.00704,0.90626,0.90151,0.84316,0.99723,0.95041,0.84945,0.85424,0.80164
0.99181,0.90108,0.88256,0.89122,0.95856,1.12356,0.92349,0.80687,0.83601,0.87118,0.94498,0.9539,0.73544,0.90428,0.83172,0.88255,0.99852,0.88921
0.87494,0.95807,0.96401,0.97337,0.8345,0.96468,0.99265,0.86261,0.96649,0.96372,0.95276,0.983,0.74678,0.93568,0.9175,0.86659,0.93193,0.8803
0.94068,0.94957,0.97532,0.92556,0.8345,0.96468,0.99837,0.89262,0.90391,0.94558,0.9593,0.94828,0.83707,0.92753,0.91418,0.87692,0.91714,0.77002
0.88557,0.84855,0.88615,0.81512,0.8345,0.96468,0.86409,0.745,0.78855,0.79121,0.88257,0.82741,0.74826,0.82508,0.77602,0.80352,0.82317,0.7408
0.80834,0.8578,0.97053,0.75021,0.8345,0.96468,1.0604,0.78903,0.78409,0.85585,1.03891,0.79393,0.73363,0.8536,0.87581,0.72047,0.72139,0.81551
